datetime,title,tag,url
2023-11-07 17:24:04.322,"U.S. envoy flies to Beirut in surprise visit, says Washington doesn’t want Gaza war to expand",world,https://www.theglobeandmail.com/world/article-us-envoy-flies-to-beirut-in-a-surprise-visit-says-washington-doesnt/
2023-11-07 15:59:17.260,First group of Canadians departs Gaza as Israel ramps up offensive,politics,https://www.theglobeandmail.com/politics/article-israel-canadians-evacuate-gaza/
2023-11-07 11:58:48.616,Israel targets Hamas tunnels after encircling Gaza City,world,https://www.theglobeandmail.com/world/article-israel-readies-for-gaza-city-push-as-un-decries-month-of-middle-east/
2023-11-07 10:57:14.219,Blinken seeks Israel-Hamas war unity as G7 meets in Japan ,world,https://www.theglobeandmail.com/world/article-israel-gaza-hamas-war-g7-blinken-japan/
2023-11-07 02:16:58.986,"Israel says it is open to ‘tactical little pauses’ in Gaza fighting for aid, hostages",world,https://www.theglobeandmail.com/world/article-israel-says-it-is-open-to-gaza-fighting-pauses-for-aid-hostages/
2023-11-07 02:05:13.696,Ottawa under pressure to publish online safety bill to tackle rising antisemitism,politics,https://www.theglobeandmail.com/politics/article-ottawa-under-pressure-to-publish-online-safety-bill-to-tackle-rising/
2023-11-06 21:10:15.357,Rashida Tlaib defends pro-Palestinian video as rift among Michigan Democrats widens over war,world,https://www.theglobeandmail.com/world/article-rashida-tlaib-defends-pro-palestinian-video-as-rift-among-michigan/
2023-11-06 20:59:18.318,Jordan says its open to ‘all options’ as Gaza conflict intensifies,world,https://www.theglobeandmail.com/world/article-jordan-says-its-open-to-all-options-as-gaza-conflict-intensifies/
2023-11-06 18:27:50.770,"A month on, Israeli father agonizes over his family’s fate in Gaza",world,https://www.theglobeandmail.com/world/article-a-month-on-israeli-father-agonizes-over-his-familys-fate-in-gaza/
2023-11-06 17:07:45.128,South Africa becomes latest country to withdraw diplomats from Israel,world,https://www.theglobeandmail.com/world/article-south-africa-becomes-latest-country-to-withdraw-diplomats-from-israel/
2023-11-06 15:03:21.000,Israeli festival survivor returns to caravan where she hid for hours,world,https://www.theglobeandmail.com/world/video-israeli-festival-survivor-returns-to-caravan-where-she-hid-for-hours/
2023-11-06 14:49:24.811,Vancouver man’s family in Gaza ponders whether to stay together so they die together,canada,https://www.theglobeandmail.com/canada/article-vancouver-mans-family-in-gaza-ponders-whether-to-stay-together-so-they/
2023-11-06 11:00:00.000,‘A place to be that’s ours’: Jews around the world consider move to Israel after Hamas attack,world,https://www.theglobeandmail.com/world/article-jewish-immigrants-moving-to-israel/
2023-11-06 03:23:55.931,"UN leaders say Gaza war must ‘stop now’ as reported death toll tops 10,000",world,https://www.theglobeandmail.com/world/article-pressure-on-israel-over-civilians-steps-up-as-ceasefire-calls-rebuffed/
2023-11-06 03:00:20.225,Canadians in Gaza left in limbo after Rafah border crossing closed again,politics,https://www.theglobeandmail.com/politics/article-canadians-in-gaza-left-in-limbo-after-rafah-border-crossing-closed/
2023-11-05 18:41:21.743,"A woman and 3 children are killed by an Israeli airstrike in south Lebanon, local officials say",world,https://www.theglobeandmail.com/world/article-a-woman-and-3-children-are-killed-by-an-israeli-airstrike-in-south/
2023-11-05 12:52:41.356,Netanyahu disciplines Israeli minister who voiced openness to hypothetical nuclear option in Gaza,world,https://www.theglobeandmail.com/world/article-netanyahu-disciplines-israeli-minister-who-voiced-openness-to/
2023-11-05 12:17:17.374,Gaza has lost telecom contact again as Israel’s military announces it has surrounded Gaza City,world,https://www.theglobeandmail.com/world/article-warplanes-strike-gaza-refugee-camp-as-israel-rejects-us-push-for-a/
2023-11-04 22:04:37.253,Demonstrations in support of Gaza take place in at least two dozen Canadian cities,canada,https://www.theglobeandmail.com/canada/article-demonstrations-in-support-of-gaza-take-place-in-at-least-two-dozen/
2023-11-04 11:40:22.009,Ukraine minister says he wants to turn his country into a weapons production hub for the West,report on business,https://www.theglobeandmail.com/business/article-ukraine-minister-says-he-wants-to-turn-his-country-into-a-weapons/
2023-11-04 01:08:35.486,"UN official says the average Gazan is living on two pieces of bread a day, and people need water",world,https://www.theglobeandmail.com/world/article-un-official-says-the-average-gazan-is-living-on-two-pieces-of-bread-a/
2023-11-04 00:15:11.071,Canadians in Gaza told departures might start Sunday as Trudeau and Biden discuss ‘humanitarian pause’  ,u.s. politics,https://www.theglobeandmail.com/world/us-politics/article-trudeau-in-washington-to-discuss-economic-trade-and-humanitarian-pause/
2023-11-03 23:16:00.124,The wave of anger against Israel goes far beyond ordinary scrutiny ,opinion,https://www.theglobeandmail.com/canada/toronto/article-the-wave-of-anger-against-israel-goes-far-beyond-ordinary-scrutiny/
2023-11-03 22:47:28.486,News and Opinion cover the Israel-Hamas war from different perspectives,standards editor,https://www.theglobeandmail.com/standards-editor/article-news-and-opinion-cover-the-israel-hamas-war-from-different/
2023-11-03 21:42:06.801,Israel deports thousands of Palestinian workers back to Gaza’s war zone,world,https://www.theglobeandmail.com/world/article-israel-deports-thousands-of-palestinian-workers-back-to-gazas-war-zone/
2023-11-03 19:18:35.458,"Israel strikes ambulance in Gaza City, many reported killed",world,https://www.theglobeandmail.com/world/article-israel-strikes-ambulance-in-gaza-city-many-reported-killed/
2023-11-03 18:22:59.450,Emotional outburst on live TV from correspondent in Gaza over death of reporter encapsulates collective grief,world,https://www.theglobeandmail.com/world/article-emotional-outburst-on-live-tv-from-correspondent-in-gaza-over-death-of/
2023-11-03 14:44:59.514,"French Institute in Gaza, AFP office hit by Israeli air strike",world,https://www.theglobeandmail.com/world/article-french-institute-in-gaza-and-afp-office-hit-by-israeli-air-strike/
2023-11-03 12:00:00.000,The Jews of my generation thought they would be exempt from history. They were wrong,opinion,https://www.theglobeandmail.com/opinion/article-the-jews-of-my-generation-thought-they-would-be-exempt-from-history/
2023-11-03 09:06:20.165,"Netanyahu resists US pressure to pause the war to allow more aid to Gaza, wants hostages back first",world,https://www.theglobeandmail.com/world/article-israel-hamas-gaza-war-blinken-november-3/
2023-11-03 09:00:00.000,A ‘balance of terror’: The geopolitics of the Israel-Hamas war,the decibel: a daily news podcast from the globe and mail,https://www.theglobeandmail.com/podcasts/the-decibel/article-a-balance-of-terror-the-geopolitics-of-the-israel-hamas-war/
2023-11-03 01:10:46.642,Israeli scientist who helped African farmers fight hunger is now a hostage of Hamas,world,https://www.theglobeandmail.com/world/article-israeli-scientist-who-helped-african-farmers-fight-hunger-is-now-a/
2023-11-02 22:34:47.000,Battle for Gaza rages with 'indescribable' conditions,world,https://www.theglobeandmail.com/world/video-battle-for-gaza-rages-with-indescribable-conditions/
2023-11-02 19:46:32.770,"In Gaza, nothing but war is certain. And resilience is an affliction, not a virtue",opinion,https://www.theglobeandmail.com/opinion/article-in-gaza-nothing-but-war-is-certain-and-resilience-is-an-affliction-not/
2023-11-02 15:56:36.330,"Hezbollah, Israel exchange fire as violence spikes at Lebanese border",world,https://www.theglobeandmail.com/world/article-lebanons-hezbollah-says-it-attacked-israeli-position-in-shebaa-farms/
2023-11-02 15:21:42.856,"After one picture captured Gaza’s grief, the tragedy continues outside the frame",world,https://www.theglobeandmail.com/world/article-after-one-picture-captured-gazas-grief-the-tragedy-continues-outside/
2023-11-02 09:32:55.777,Israel says it has encircled Gaza City; UN team talks of ‘grave risk of genocide’,world,https://www.theglobeandmail.com/world/article-israel-hamas-gaza-war-november-2/
2023-11-02 00:06:01.040,"Israel not in violation of humanitarian law, Israeli jurist says ",world,https://www.theglobeandmail.com/world/article-israel-not-in-violation-of-humanitarian-law-according-to-preeminent/
2023-11-01 23:10:43.054,"More than 3,600 Palestinian children killed in just three weeks of war, Gaza health ministry says",world,https://www.theglobeandmail.com/world/article-more-than-3600-palestinian-children-killed-in-just-three-weeks-of-war/
2023-11-01 17:30:14.234,"Cyprus plans to send humanitarian aid directly to Gaza by ship, where UN personnel would receive it",world,https://www.theglobeandmail.com/world/article-cyprus-plans-to-send-humanitarian-aid-directly-to-gaza-by-ship-where/
2023-11-01 12:34:36.338,"Media freedom group accuses Israel, Hamas of war crimes; reports deaths of 34 journalists",world,https://www.theglobeandmail.com/world/article-media-freedom-group-accuses-israel-hamas-of-war-crimes-reports-deaths/
2023-11-01 10:55:12.204,Vancouver resident says family in Gaza hasn’t had ‘water for the last week’,canada,https://www.theglobeandmail.com/canada/article-vancouver-resident-says-family-in-gaza-hasnt-had-water-for-the-last/
2023-11-01 01:06:08.024,Biden threatens to veto U.S. House Republicans’ Israel-only aid bill,u.s. politics,https://www.theglobeandmail.com/world/us-politics/article-biden-threatens-to-veto-us-house-republicans-israel-only-aid-bill/
2023-10-31 19:44:03.374,Israeli victims’ families urge ICC to investigate Oct. 7 Hamas attacks,world,https://www.theglobeandmail.com/world/article-israeli-victims-families-urge-icc-to-investigate-oct-7-hamas-attacks/
2023-10-31 19:01:36.659,Ottawa’s incoherent position on Gaza must be replaced by principled clarity,opinion,https://www.theglobeandmail.com/opinion/article-ottawas-incoherent-position-on-gaza-must-be-replaced-by-principled/
2023-10-31 01:47:20.417,"Families of Israeli hostages meet Trudeau, ask Ottawa to do more to secure their release ",politics,https://www.theglobeandmail.com/politics/article-families-of-israeli-hostages-meet-trudeau-ask-ottawa-to-do-more-to/
2023-10-30 21:02:31.126,"Since start of war, more than 1,700 Palestinians in the West Bank have disappeared into Israeli custody, officials say     ",world,https://www.theglobeandmail.com/world/article-since-start-of-war-more-than-1700-palestinians-in-the-west-bank-have/
2023-10-30 19:35:21.597,"Palestinian, Israeli advocates in Ottawa reject temporary pauses in Gaza fight ",canada,https://www.theglobeandmail.com/canada/article-melanie-joly-calls-for-humanitarian-pauses-as-she-says-time-is-running/
2023-10-30 16:51:02.426,"Web Summit names Katherine Maher new CEO, aims to move past Israel-Hamas controversy",report on business,https://www.theglobeandmail.com/business/article-web-summit-names-katherine-maher-new-ceo-aims-to-move-past-israel-gaza/
2023-10-30 10:00:00.000,"Joly urges Israel to ease Gaza bombing campaign, citing ‘human tragedy’",politics,https://www.theglobeandmail.com/politics/article-joly-urges-israel-to-ease-gaza-bombing-campaign-citing-human-tragedy/
2023-10-30 04:15:56.270,Russian Rabbi asks Kremlin to punish anti-Israeli protesters who stormed Dagestan airport,world,https://www.theglobeandmail.com/world/article-anti-israeli-protesters-storm-russias-dagestan-airport/
2023-10-30 01:02:52.217,Former Israeli PM says international troops should help stabilize Gaza after war,world,https://www.theglobeandmail.com/world/article-ehud-olmert-nato-gaza-trip/
2023-10-29 23:52:36.586,Trudeau’s antisemitism envoy faces criticism for silence on rising attacks on Jews since Israel-Hamas war,politics,https://www.theglobeandmail.com/politics/article-trudeaus-antisemitism-envoy-faces-criticism-for-silence-on-rising/
2023-10-29 23:45:53.751,Israel’s war rages in Gaza but fear and fury have fallen upon the West Bank too,world,https://www.theglobeandmail.com/world/article-israels-war-rages-in-gaza-but-fear-and-fury-have-fallen-upon-the-west/
2023-10-29 22:49:27.007,Desperate Gazans turn to raiding UN warehouses as supplies dwindle: ‘They want to survive. That’s it’,world,https://www.theglobeandmail.com/world/article-gaza-war-united-nations-aid/
2023-10-29 22:39:06.857,All of us could do with a check of the words we’re using,opinion,https://www.theglobeandmail.com/politics/article-all-of-us-could-do-with-a-check-of-the-words-were-using/
2023-10-29 18:59:55.000,Israel summons Russian ambassador to protest at Moscow’s hosting of Hamas,world,https://www.theglobeandmail.com/world/article-israel-summons-russian-ambassador-to-protest-at-moscows-hosting-of/
2023-10-29 18:24:23.327,"‘Military actions don’t solve anything’, son of Canadian hostage in Gaza says",canada,https://www.theglobeandmail.com/canada/article-son-of-canadian-hostage-in-gaza-military-actions-dont-solve-anything/
2023-10-29 16:18:26.281,"Iran does not want Israel-Hamas conflict to spread, foreign minister says",world,https://www.theglobeandmail.com/world/article-iran-does-not-want-israel-hamas-conflict-to-spread-foreign-minister/
2023-10-29 11:15:23.375,"Gaza receives largest aid shipment so far as deaths top 8,000 and Israel widens military offensive",world,https://www.theglobeandmail.com/world/article-thousands-loot-un-aid-warehouses-in-gaza-as-desperation-grows-and/
2023-10-28 12:19:22.337,French Jewish groups set up a hotline for people in the community traumatized by Israel-Hamas war,world,https://www.theglobeandmail.com/world/article-french-jewish-groups-set-up-a-hotline-for-people-in-the-community/
2023-10-28 11:12:49.281,Netanyahu says the Israel-Hamas war has entered ‘long and difficult’ new stage with expanded ground operation in Gaza,world,https://www.theglobeandmail.com/world/article-israel-expands-ground-operation-in-gaza-and-bombs-hamas-tunnels-after/
2023-10-28 03:48:31.300,Hamas vows ‘full force’ after Israel steps up Gaza ground operations,world,https://www.theglobeandmail.com/world/article-hamas-vows-full-force-after-israel-steps-up-gaza-ground-operations/
2023-10-28 01:24:15.057,Ontario NDP in turmoil after removal of MPP Sarah Jama over Israel-Hamas statements ,canada,https://www.theglobeandmail.com/canada/article-ontario-ndp-in-turmoil-after-removal-of-mpp-sarah-jama-over-israel/
2023-10-27 23:48:44.419,Families of Israeli hostages protest government failure to bring loved ones home,world,https://www.theglobeandmail.com/world/article-families-of-israeli-hostages-protest-government-failure-to-bring-loved/
2023-10-27 23:35:41.354,Prospect of war expanding to Lebanon has Cyprus preparing for more asylum seekers,world,https://www.theglobeandmail.com/world/article-prospect-of-war-expanding-to-lebanon-has-cyprus-preparing-for-more/
2023-10-27 23:31:44.567,"Canadian business leaders call for increased safety efforts in wake of rising antisemitism, Islamophobia",report on business,https://www.theglobeandmail.com/business/article-canadian-business-leaders-call-for-increased-safety-efforts-in-wake-of/
2023-10-27 23:15:29.133,Web Summit ex-CEO Paddy Cosgrave apologizes for his remarks on the Israel-Hamas war,report on business,https://www.theglobeandmail.com/business/article-web-summit-ex-ceo-paddy-cosgrave-apologizes-for-his-remarks-on-the/
2023-10-27 23:01:50.636,Why that photo you saw on social media may not be published in The Globe,standards editor,https://www.theglobeandmail.com/standards-editor/article-why-that-photo-you-saw-on-social-media-may-not-be-published-in-the/
2023-10-27 21:15:13.323,"Israeli military intensifies attacks on Gaza, expands ground operations after phone and internet connections cut",world,https://www.theglobeandmail.com/world/article-israeli-military-intensifies-attacks-on-gaza-expands-ground-operations/
2023-10-27 17:48:32.304,"At United Nations, Canada to speak about humanitarian pauses in Israel-Hamas war",world,https://www.theglobeandmail.com/world/article-at-united-nations-canada-to-speak-about-humanitarian-pauses-in-israel/
2023-10-27 17:22:05.142,"Netanyahu must oversee near-perfect military operation in Gaza to keep his job, analysts say     ",analysis,https://www.theglobeandmail.com/world/article-netanyahu-must-oversee-near-perfect-military-operation-in-gaza-to-keep/
2023-10-27 09:40:21.760,Israel-Hamas war updates: Here’s what happened on Oct. 27,world,https://www.theglobeandmail.com/world/article-israel-hamas-war-updates-october-27/
2023-10-27 09:00:00.000,"Why can’t Israelis and Palestinians make a deal? Too much history, and not enough geography",opinion,https://www.theglobeandmail.com/business/commentary/article-why-cant-israel-and-palestine-make-a-deal-too-much-history-and-not/
2023-10-27 04:23:51.824,Oil rises more than $1 on fears of spread of Middle East conflict,international business,https://www.theglobeandmail.com/business/international-business/article-oil-rises-more-than-1-on-fears-of-spread-of-middle-east-conflict/
2023-10-26 23:25:33.579,"In Cyprus, Canadian soldiers await potential orders for evacuation of citizens in Lebanon",world,https://www.theglobeandmail.com/world/article-in-cyprus-canadian-soldiers-await-potential-orders-for-evacuation-of/
2023-10-26 22:58:34.813,"In Israel, survivors of Hamas massacre grapple with new realities and traumatic memories",world,https://www.theglobeandmail.com/world/article-in-israel-survivors-of-hamas-massacre-grapple-with-new-realities-and/
2023-10-26 22:57:28.573,"At least 27 journalists killed in Israel-Hamas war, press-freedom group says ",canada,https://www.theglobeandmail.com/canada/article-journalists-killed-in-israel-hamas-war/
2023-10-26 21:23:05.158,"Evening Update: Seventh Canadian killed in Israel-Hamas hostilities, Global Affairs says",canada,https://www.theglobeandmail.com/canada/article-evening-update-seventh-canadian-killed-in-israel-hamas-hostilities/
2023-10-26 17:53:27.066,The cultural world is being ruptured by the Israel-Hamas war ,opinion,https://www.theglobeandmail.com/opinion/article-the-cultural-world-is-being-ruptured-by-the-israel-hamas-war/
2023-10-26 14:52:32.428,"Seventh person with connections to Canada killed in Israel-Hamas hostilities, two still missing, Global Affairs says",politics,https://www.theglobeandmail.com/politics/article-seventh-canadian-killed-israel-hamas/
2023-10-26 14:26:43.387,"Aid convoys to Gaza were ‘set up to fail,’ UN official says, as humanitarian crisis worsens",exclusive,https://www.theglobeandmail.com/world/article-gaza-aid-convoy-trucks-unrwa/
2023-10-26 12:22:24.262,Israeli troops conduct raid in Gaza to ‘prepare’ for an expected full-scale incursion ,world,https://www.theglobeandmail.com/world/article-israeli-troops-carry-out-hours-long-ground-raid-into-gaza-before/
2023-10-26 09:43:51.928,Israel-Hamas war updates: Here’s what happened on Oct. 26,world,https://www.theglobeandmail.com/world/article-israel-hamas-war-updates-october-26/
2023-10-25 23:46:23.966,Liberals remain divided after Trudeau’s call for ‘humanitarian pauses’ in Israel-Hamas war,politics,https://www.theglobeandmail.com/politics/article-liberals-caucus-israel-hamas-war/
2023-10-25 20:59:59.769,Reports of use of white phosphorus in attacks in Lebanon increase tensions in an already strained situation ,world,https://www.theglobeandmail.com/world/article-reports-of-use-of-white-phosphorus-in-attacks-in-lebanon-increase/
2023-10-25 20:32:39.566,‘Anywhere we go war is following us’: Those who fled Ukraine face a new conflict zone in Israel,world,https://www.theglobeandmail.com/world/article-anywhere-we-go-war-is-following-us-those-who-fled-ukraine-face-a-new/
2023-10-25 14:00:00.000,"For Jewish people, the Hamas massacre has resurfaced painful family trauma ",opinion,https://www.theglobeandmail.com/opinion/article-for-jewish-people-the-hamas-massacre-has-resurfaced-painful-family/
2023-10-25 12:40:08.829,UN warns Gaza blockade could force it to sharply cut relief operations as bombings rise,world,https://www.theglobeandmail.com/world/article-un-warns-gaza-blockade-could-force-it-to-sharply-cut-relief-operations/
2023-10-25 12:28:23.958,"Gaza needs billions in aid to reverse years of restrictions, UN trade body says",world,https://www.theglobeandmail.com/world/article-gaza-needs-billions-in-aid-to-reverse-years-of-restrictions-un-trade/
2023-10-25 10:25:47.826,Israel-Hamas war updates: Here’s what happened on Oct. 25,world,https://www.theglobeandmail.com/world/article-israel-hamas-war-updates-october-25/
2023-10-25 01:03:46.122,Canadian niece of released Hamas hostage shares relief and fear,canada,https://www.theglobeandmail.com/canada/article-canadian-niece-of-released-hamas-hostage-shares-relief-and-fear/
2023-10-25 00:44:08.349,Immigration Minister says Palestinians will not be sent back to Gaza if visas expire,politics,https://www.theglobeandmail.com/politics/article-immigration-minister-says-palestinians-will-not-be-sent-back-to-gaza/
2023-10-24 23:47:13.137,Hamas strikes Israeli cities in massive rocket assault as Gaza death toll rises,world,https://www.theglobeandmail.com/world/article-hamas-strikes-israeli-cities-in-massive-rocket-assault-as-gaza-death/
2023-10-24 21:47:42.642,"Canada joins U.S., others in call for ‘humanitarian pauses’ to allow more aid into Gaza",world,https://www.theglobeandmail.com/world/article-canada-joins-us-in-appealing-for-humanitarian-pauses-that-could-give/
2023-10-24 20:58:19.505,Lebanon’s financial crisis accidentally prepared it for war,world,https://www.theglobeandmail.com/world/article-lebanons-financial-crisis-accidentally-prepared-it-for-war/
2023-10-24 13:53:54.630,Student union that backed Palestinians says it won’t be silenced by political ‘bullying’ ,canada,https://www.theglobeandmail.com/canada/article-university-toronto-mississauga-student-union-palestinians/
2023-10-24 13:33:46.970,"As Israel-Hamas war rages, Wall Street’s top financiers sound gloomy note at ‘Davos in the Desert’",investment ideas,https://www.theglobeandmail.com/investing/investment-ideas/article-as-israel-hamas-war-rages-wall-streets-top-financiers-sound-gloomy/
2023-10-24 09:53:09.471,Israel-Hamas war updates: Here’s what happened on Oct. 24,world,https://www.theglobeandmail.com/world/article-israel-hamas-war-updates-october-24/
2023-10-24 01:11:13.263,U.S. challenges Israeli ban on fuel supplies as Gaza siege intensifies,world,https://www.theglobeandmail.com/world/article-israel-gaza-fuel-ban/
2023-10-23 21:19:21.422,Palestinians in the West Bank fear escalating violence that has left dozens dead,the globe in west bank,https://www.theglobeandmail.com/world/article-palestinians-in-the-west-bank-fear-escalating-violence-that-has-left/
2023-10-23 20:34:08.675,Hamas frees two Israeli women as U.S. advises delaying ground war to allow talks on hostages,world,https://www.theglobeandmail.com/world/article-hamas-frees-two-israeli-women-as-us-advises-delaying-ground-war-to/
2023-10-23 18:03:01.231,Joly calls for de-escalation of violence in Middle East but stops short of demanding ceasefire,politics,https://www.theglobeandmail.com/politics/article-melanie-joly-deescalation-israel-hamas-ceasefire/
2023-10-23 10:12:26.010,Israel-Hamas war updates: Here’s what happened on Oct. 23,world,https://www.theglobeandmail.com/world/article-israel-hamas-war-updates-october-oct-23/
2023-10-23 01:11:32.372,"First emergency aid shipments to Gaza ‘totally insufficient,’ humanitarian agencies say",world,https://www.theglobeandmail.com/world/article-first-emergency-aid-shipments-to-gaza-totally-insufficient/
2023-10-23 00:17:48.181,CUPE leader apologizes for post celebrating ‘resistance’ after Hamas massacre of Israelis,canada,https://www.theglobeandmail.com/canada/article-fred-hahn-cupe-leader-tweets-apology/
2023-10-22 14:57:52.295,European rallies urge end to anti-Semitism as pro-Palestinian demonstrations continue worldwide,world,https://www.theglobeandmail.com/world/article-european-rallies-urge-end-to-antisemitism-as-pro-palestinian/
2023-10-22 11:56:56.130,Israel-Hamas war updates: Here’s what happened on Oct. 22,world,https://www.theglobeandmail.com/world/article-israel-hamas-war-updates-israel-strikes-gaza-syria-and-west-bank-as/
2023-10-22 11:40:09.024,"Israel strikes Gaza, Syria and West Bank as war against Hamas threatens to ignite other fronts",world,https://www.theglobeandmail.com/world/article-israel-strikes-gaza-syria-and-west-bank-as-war-against-hamas-threatens/
2023-10-22 11:17:05.378,Israel welcomes Canada’s conclusion that Israel didn’t strike hospital in Gaza,canada,https://www.theglobeandmail.com/canada/article-canada-confident-israel-didnt-strike-hospital-in-gaza-as-ministers/
2023-10-21 16:35:32.246,Web Summit CEO resigns after backlash for comments on Israel-Hamas war,report on business,https://www.theglobeandmail.com/business/article-web-summit-ceo-resigns-after-backlash-for-comments-on-israel-hamas-war/
2023-10-21 12:35:57.552,Great Reads: Arab leaders on edge as the Israel-Hamas war continues; generative AI helping businesses save; Christine Sinclair says farewell,canada,https://www.theglobeandmail.com/canada/article-great-reads-arab-leaders-on-edge-as-the-israel-hamas-war-continues/
2023-10-21 12:01:49.433,Israel-Hamas war updates: Here’s what happened on Oct. 21,world,https://www.theglobeandmail.com/world/article-israel-hamas-war-updates-trucks-carrying-aid-arrive-in-gaza/
2023-10-21 01:34:40.667,"Delays continue for Gaza’s promised aid as food, water, medicine supplies dwindle to critical levels",world,https://www.theglobeandmail.com/world/article-delays-continue-for-gazas-promised-aid-as-food-water-medicine-supplies/
2023-10-21 01:21:55.054,York University may withdraw recognition of student unions over statements about Hamas attack,canada,https://www.theglobeandmail.com/canada/article-york-university-may-withdraw-recognition-of-student-unions-over/
2023-10-20 23:36:49.052,Canadian police forces on alert for hate crimes spurred by Israel-Hamas crisis,canada,https://www.theglobeandmail.com/canada/article-canadian-police-forces-on-alert-for-hate-crimes-spurred-by-israel/
2023-10-20 19:45:33.978,"Escalation of fighting between Israel and Lebanon risks ‘belt of fire,’ leading Lebanese politician says",world,https://www.theglobeandmail.com/world/article-escalation-of-fighting-between-israel-and-lebanon-risks-belt-of-fire/
2023-10-20 18:25:39.110,"Now is not the time to abandon aid to Kyiv, Ukrainian officials say",world,https://www.theglobeandmail.com/world/article-now-is-not-the-time-to-abandon-aid-to-kyiv-ukrainian-officials-say/
2023-10-20 18:17:27.611,Israel-Hamas war puts Arab leaders on edge as domestic anger grows and region unravels,analysis,https://www.theglobeandmail.com/world/article-israel-hamas-war-arab-leaders/
2023-10-20 17:48:47.465,"Hamas says it has released two hostages, an American mother and daughter",world,https://www.theglobeandmail.com/world/article-hamas-says-it-has-released-two-hostages-an-american-mother-and/
2023-10-20 16:48:31.831,Republican senators ask tech firms about content moderation in Israel-Hamas war,technology,https://www.theglobeandmail.com/business/technology/article-republican-senators-ask-tech-firms-about-content-moderation-in-israel/
2023-10-20 16:26:55.800,What businesses can learn from how universities dealt with Israel-Hamas war,opinion,https://www.theglobeandmail.com/business/commentary/article-what-businesses-can-learn-from-how-universities-dealt-with-israel/
